B10;FAM;;;;;;Unknown;B4895682;h18S;;;;;;;;;;;;;;;-8372160
B11;FAM;;;;;;Unknown;B4895683;h18S;;;;;;;;;;;;;;;-8372160
B12;FAM;;;;;;Unknown;B4895684;h18S;;;;;;;;;;;;;;;-8372160
C01;FAM;;;;;;Unknown;B4895685;Bord;;;;;;;;;;;;;;;-16744193
C02;FAM;;;;;;Unknown;B4895686;Bord;;;;;;;;;;;;;;;-16744193
C03;FAM;;;;;;Unknown;B4895687;Bord;;;;;;;;;;;;;;;-16744193
C04;FAM;;;;;;Unknown;B4895688;Bord;;;;;;;;;;;;;;;-16744193
C05;FAM;;;;;;Unknown;B4895689;Bord;;;;;;;;;;;;;;;-16744193
C06;FAM;;;;;;Unknown;B4895690;Bord;;;;;;;;;;;;;;;-16744193
C07;FAM;;;;;;Unknown;B4895691;Bord;;;;;;;;;;;;;;;-16744193
C08;FAM;;;;;;Unknown;B4895692;Bord;;;;;;;;;;;;;;;-16744193
C09;FAM;;;;;;Unknown;B4895693;Bord;;;;;;;;;;;;;;;-16744193
C10;FAM;;;;;;Unknown;B4895694;Bord;;;;;;;;;;;;;;;-16744193
C11;FAM;;;;;;Unknown;B4895695;Bord;;;;;;;;;;;;;;;-16744193
C12;FAM;;;;;;Unknown;B4895696;Bord;;;;;;;;;;;;;;;-16744193
D01;FAM;;;;;;Unknown;B4895685;h18S;;;;;;;;;;;;;;;-16744193
D02;FAM;;;;;;Unknown;B4895686;h18S;;;;;;;;;;;;;;;-16744193
D03;FAM;;;;;;Unknown;B4895687;h18S;;;;;;;;;;;;;;;-16744193
D04;FAM;;;;;;Unknown;B4895688;h18S;;;;;;;;;;;;;;;-16744193
D05;FAM;;;;;;Unknown;B4895689;h18S;;;;;;;;;;;;;;;-16744193
D06;FAM;;;;;;Unknown;B4895690;h18S;;;;;;;;;;;;;;;-16744193
D07;FAM;;;;;;Unknown;B4895691;h18S;;;;;;;;;;;;;;;-16744193
D08;FAM;;;;;;Unknown;B4895692;h18S;;;;;;;;;;;;;;;-16744193
D09;FAM;;;;;;Unknown;B4895693;h18S;;;;;;;;;;;;;;;-16744193
D10;FAM;;;;;;Unknown;B4895694;h18S;;;;;;;;;;;;;;;-16744193
D11;FAM;;;;;;Unknown;B4895695;h18S;;;;;;;;;;;;;;;-16744193
D12;FAM;;;;;;Unknown;B4895696;h18S;;;;;;;;;;;;;;;-16744193
E01;FAM;;;;;;Unknown;B4895697;Chlam;;;;;;;;;;;;;;;-16711936
E02;FAM;;;;;;Unknown;B4895698;Chlam;;;;;;;;;;;;;;;-16711936
E03;FAM;;;;;;Unknown;B4895699;Chlam;;;;;;;;;;;;;;;-16711936
E04;FAM;;;;;;Unknown;B4895700;Chlam;;;;;;;;;;;;;;;-16711936
E05;FAM;;;;;;Unknown;B4895701;Chlam;;;;;;;;;;;;;;;-16711936
E06;FAM;;;;;;Unknown;B4895702;Chlam;;;;;;;;;;;;;;;-16711936
E07;FAM;;;;;;Unknown;B4895703;Chlam;;;;;;;;;;;;;;;-16711936
E08;FAM;;;;;;Unknown;B4895704;Chlam;;;;;;;;;;;;;;;-16711936
E09;FAM;;;;;;Unknown;B4895705;StrepA;;;;;;;;;;;;;;;-65281
E10;FAM;;;;;;Unknown;B4895706;StrepA;;;;;;;;;;;;;;;-65281
E11;FAM;;;;;;Unknown;B4895707;StrepA;;;;;;;;;;;;;;;-65281
E12;FAM;;;;;;Unknown;B4895708;StrepA;;;;;;;;;;;;;;;-65281
F01;FAM;;;;;;Unknown;B4895697;h18S;;;;;;;;;;;;;;;-16711936
F02;FAM;;;;;;Unknown;B4895698;h18S;;;;;;;;;;;;;;;-16711936
F03;FAM;;;;;;Unknown;B4895699;h18S;;;;;;;;;;;;;;;-16711936
F04;FAM;;;;;;Unknown;B4895700;h18S;;;;;;;;;;;;;;;-16711936
F05;FAM;;;;;;Unknown;B4895701;h18S;;;;;;;;;;;;;;;-16711936
F06;FAM;;;;;;Unknown;B4895702;h18S;;;;;;;;;;;;;;;-16711936
F07;FAM;;;;;;Unknown;B4895703;h18S;;;;;;;;;;;;;;;-16711936
F08;FAM;;;;;;Unknown;B4895704;h18S;;;;;;;;;;;;;;;-16711936
F09;FAM;;;;;;Unknown;B4895705;h18S;;;;;;;;;;;;;;;-65281
F10;FAM;;;;;;Unknown;B4895706;h18S;;;;;;;;;;;;;;;-65281
F11;FAM;;;;;;Unknown;B4895707;h18S;;;;;;;;;;;;;;;-65281
F12;FAM;;;;;;Unknown;B4895708;h18S;;;;;;;;;;;;;;;-65281
G01;FAM;;;;;;Positive Control;PC-Adeno;Adeno;;;;;;;1;;;;;;;;
G02;FAM;;;;;;Positive Control;PC-Adeno;Adeno;;;;;;;1;;;;;;;;
G03;FAM;;;;;;Positive Control;PC-Adeno;Adeno;;;;;;;1;;;;;;;;
G04;FAM;;;;;;Positive Control;PC-Bord;Bord;;;;;;;2;;;;;;;;
G05;FAM;;;;;;Positive Control;PC-Bord;Bord;;;;;;;2;;;;;;;;
G06;FAM;;;;;;Positive Control;PC-Bord;Bord;;;;;;;2;;;;;;;;
G07;FAM;;;;;;Positive Control;PC-Chlam;Chlam;;;;;;;3;;;;;;;;
G08;FAM;;;;;;Positive Control;PC-Chlam;Chlam;;;;;;;3;;;;;;;;
G09;FAM;;;;;;Positive Control;PC-Chlam;Chlam;;;;;;;3;;;;;;;;
G10;FAM;;;;;;Positive Control;PC-StrepA;StrepA;;;;;;;4;;;;;;;;
G11;FAM;;;;;;Positive Control;PC-StrepA;StrepA;;;;;;;4;;;;;;;;
G12;FAM;;;;;;Positive Control;PC-StrepA;StrepA;;;;;;;4;;;;;;;;
H01;FAM;;;;;;Negative Control;NC-1;Adeno;;;;;;;1;;;;;;;;
H02;FAM;;;;;;Negative Control;NC-1;Adeno;;;;;;;1;;;;;;;;
H03;FAM;;;;;;Negative Control;NC-2;Bord;;;;;;;2;;;;;;;;
H04;FAM;;;;;;Negative Control;NC-2;Bord;;;;;;;2;;;;;;;;
H05;FAM;;;;;;Negative Control;NC-3;Chlam;;;;;;;3;;;;;;;;
H06;FAM;;;;;;Negative Control;NC-3;Chlam;;;;;;;3;;;;;;;;
H07;FAM;;;;;;Negative Control;NC-4;StrepA;;;;;;;4;;;;;;;;
H08;FAM;;;;;;Negative Control;NC-4;StrepA;;;;;;;4;;;;;;;;
H09;FAM;;;;;;NTC;Water;h18S;;;;;;;1;;;;;;;;-16777216
H10;FAM;;;;;;NTC;Water;h18S;;;;;;;1;;;;;;;;-16777216
H11;FAM;;;;;;NTC;Water;h18S;;;;;;;1;;;;;;;;-16777216
H12;FAM;;;;;;NTC;Water;h18S;;;;;;;1;;;;;;;;-16777216
